Bag,Sect,Depth top [m],Depth bot [m],Depth ice/snow [m],Grains [#] (Fabric Analyzer G50 (FA)),Grain size mean [pixel] (Fabric Analyzer G50 (FA)),"Sum vector norm (sum_vector_norm, Fabric Analy...)",Pref orient [%] (Fabric Analyzer G50 (FA)),Pref orient [%] (Weighted),Conc param (Fabric Analyzer G50 (FA)),Conc param (Weighted),Spherical apt [deg] (Fabric Analyzer G50 (FA)),Spherical apt [deg] (Weighted),EVA1 (Fabric Analyzer G50 (FA)),EVA1 (Weighted),EVA2 (Fabric Analyzer G50 (FA)),EVA2 (Weighted),EVA3 (Fabric Analyzer G50 (FA)),EVA3 (Weighted),Woodcock param (Fabric Analyzer G50 (FA)),Woodcock param (Weighted),Grain area [mm**2] (Fabric Analyzer G50 (FA))
3027,6,1664.763,1664.855,1664.8,2973,3771,0.777701,55.5402,56.8749,4.49844,4.63612,41.8192,41.0568,0.0148196,0.0172075,0.309688,0.318869,0.677808,0.666603,0.244057,0.238747,1.5084
3056,1,1680.25,1680.34,1680.3,3007,3395,0.767759,53.5517,56.5273,4.30587,4.59906,42.9633,41.2578,0.0147447,0.0163503,0.31491,0.300627,0.670271,0.682166,0.247158,0.286452,1.358
3056,2,1680.34,1680.43,1680.39,3084,3518,0.78756,57.512,57.7656,4.70721,4.73394,40.6796,40.5405,0.015127,0.0163587,0.322476,0.303579,0.662779,0.68007,0.233511,0.276085,1.4072
3056,3,1680.43,1680.53,1680.48,3129,2973,0.798716,59.7433,59.5753,4.96812,4.94589,39.3816,39.4872,0.0137228,0.0148389,0.296854,0.295971,0.688019,0.68767,0.282379,0.291157,1.1892
3056,4,1680.53,1680.62,1680.57,3009,3694,0.783134,56.6268,56.8415,4.61114,4.63254,41.1919,41.0761,0.0132437,0.0151131,0.282133,0.286287,0.704144,0.698874,0.302516,0.301538,1.4776
3056,5,1680.62,1680.71,1680.66,3397,2959,0.788312,57.6623,58.2791,4.72392,4.79235,40.5924,40.2416,0.0145354,0.0157679,0.30576,0.306159,0.680996,0.678728,0.255076,0.264618,1.1836
3056,6,1680.71,1680.8,1680.75,2632,3553,0.762909,52.5818,55.0601,4.21779,4.4487,43.5201,42.1056,0.0149628,0.0155215,0.296,0.292551,0.689465,0.691681,0.280564,0.29462,1.4212
3086,1,1696.75,1696.84,1696.8,3266,2657,0.804498,60.8995,60.5422,5.11503,5.06715,38.7045,38.9212,0.0129584,0.0161478,0.327945,0.313859,0.657092,0.67062,0.22511,0.252521,1.0628
3086,2,1696.84,1696.93,1696.89,3585,3094,0.802903,60.5807,62.0446,5.07365,5.26787,38.8915,38.0367,0.0104572,0.0115895,0.278184,0.280366,0.708858,0.703487,0.305025,0.322303,1.2376
3086,3,1696.93,1697.03,1696.98,3748,2518,0.819509,63.9017,62.1051,5.54043,5.27635,36.9285,38.0006,0.0107439,0.0121964,0.281491,0.273092,0.708051,0.715318,0.28013,0.304749,1.0072
3086,4,1697.03,1697.12,1697.07,3461,2855,0.817529,63.5057,62.5774,5.48031,5.34283,37.1645,37.7218,0.0109583,0.012236,0.260232,0.27265,0.729024,0.715153,0.323206,0.310361,1.142
3086,5,1697.12,1697.21,1697.16,3635,2805,0.816015,63.203,63.2058,5.43523,5.43415,37.3444,37.3488,0.0111941,0.0123466,0.262694,0.268849,0.726348,0.718915,0.320136,0.31834,1.122
3086,6,1697.21,1697.3,1697.25,3649,2908,0.816993,63.3986,62.1342,5.46427,5.28036,37.2282,37.9836,0.0104174,0.0122563,0.265484,0.265941,0.723322,0.721712,0.316565,0.325207,1.1632
3117,1,1713.8,1713.89,1713.85,2497,4413,0.750056,50.0112,48.4847,4.0009,3.88079,44.9936,45.8802,0.0153159,0.0186542,0.260928,0.271382,0.728654,0.716362,0.318854,0.31337,1.7652
3117,2,1713.89,1713.98,1713.94,2308,4933,0.740502,48.1005,47.1392,3.8536,3.78188,46.0886,46.6532,0.0145771,0.0155391,0.345898,0.341255,0.638786,0.640091,0.196784,0.2164,1.9732
3117,3,1713.98,1714.08,1714.03,2200,5057,0.761171,52.2342,51.3262,4.18709,4.10712,43.7195,44.2527,0.0129823,0.0145207,0.355548,0.363126,0.629875,0.621335,0.179031,0.17044,2.0228
3117,4,1714.08,1714.17,1714.12,2530,4674,0.770558,54.1115,53.5281,4.35839,4.30198,42.6416,42.9874,0.0149721,0.0183298,0.330348,0.336419,0.65667,0.649061,0.212274,0.209104,1.8696
3117,5,1714.17,1714.26,1714.21,2340,4107,0.761618,52.3236,50.3791,4.19494,4.02884,43.6682,44.7949,0.0131671,0.0159437,0.319412,0.321437,0.665616,0.660233,0.239922,0.2513,1.6428
3117,6,1714.26,1714.35,1714.3,2177,5154,0.747412,49.4824,48.947,3.95902,3.9157,45.2965,45.6168,0.0142279,0.0167534,0.33029,0.336595,0.656543,0.647461,0.213211,0.214498,2.0616
